Customer ID,Age,Annual Income (USD),Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
CUST0177,28.0,44434.84,Male,Pants,Clothing,26.57,Houston,XL,Red,Winter,5.0,No,Same-Day,Yes,Yes,3.0,PayPal,Fortnightly
CUST0178,45.0,49788.47,Male,Shirt,Clothing,63.0,Chicago,S,Yellow,Summer,4.0,Yes,Same-Day,Yes,Yes,8.0,Credit Card,Monthly
CUST0179,42.0,43867.42,Female,Jacket,Clothing,120.22,New York,S,Blue,Spring,5.0,Yes,Same-Day,Yes,No,6.0,Apple Pay,Monthly
CUST0180,56.0,82120.2,Female,Dress,Clothing,96.87,Houston,XL,Red,Summer,5.0,Yes,Standard,No,,10.0,Credit Card,Monthly
CUST0181,50.0,52989.27,Female,Pants,Clothing,182.28,New York  ,L,Yellow,Fall,5.0,Yes,Express,Yes,No,11.0,Google Pay,Weekly
CUST0182,18.0,52547.94,Male,Dress,Clothing,44.7,Houston,XL,Yellow,Spring,5.0,Yes,Standard,Yes,No,1.0,Credit Card,Weekly
CUST0183,,33361.41,Female,Pants,Unknown,28.41,Chicago,M,Blue,Fall,4.0,No,Standard,No,Yes,5.0,Debit Card,Weekly
CUST0184,30.0,,Female,Shoes,Footwear,270.93,New York,S,Yellow,Fall,4.0,Yes,Same-Day,Yes,No,8.0,Debit Card,Monthly
CUST0185,58.0,74220.35,Female,Shirt,Clothing,63.24,Chicago,M,Blue,Summer,5.0,No,Same-Day,No,Yes,11.0,Credit Card,Fortnightly
CUST0186,20.0,34032.87,Female,Pants,Clothing,98.02,Houston,M,Blue,Fall,5.0,No,Standard,No,No,2.0,Credit Card,Monthly
CUST0187,56.0,59101.62,Female,Bag,Accessories,41.23,Chicago  ,S,Green,Spring,4.0,Yes,Standard,No,Yes,9.0,Debit Card,Fortnightly
CUST0188,23.0,38991.36,Male,Dress,Clothing,72.52,New York,L,Red,Fall,5.0,No,Express,Yes,Yes,1.0,PayPal,Monthly
CUST0189,25.0,54435.48,Male,Pants,Clothing,144.75,New York,XL,Black,Fall,5.0,No,Express,Yes,No,4.0,PayPal,Fortnightly
CUST0190,44.0,97066.04,Male,Bag,Accessories,906.11,Chicago,M,Blue,Summer,3.0,Yes,Same-Day,No,Yes,8.0,Credit Card,Monthly
CUST0191,26.0,56713.41,Female,Dress,Clothing,104.26,Los Angeles,S,Red,Fall,5.0,No,Express,No,No,0.0,PayPal,Monthly
CUST0192,54.0,88757.54,Female,Jacket,Clothing,179.96,Houston,M,Yellow,Winter,5.0,Yes,Express,No,Yes,8.0,Credit Card,Fortnightly
CUST0193,50.0,75909.69,Female,Dress,Clothing,149.77,Houston,XL,White,Summer,5.0,Yes,Same-Day,Yes,Yes,9.0,Credit Card,Fortnightly
CUST0194,59.0,68861.09,Male,Dress,,90.7,Chicago,L,Blue,Summer,5.0,Yes,Express,No,No,14.0,Debit Card,Fortnightly
CUST0195,61.0,76156.04,Female,Shirt,Clothing,172.34,Los Angeles,L,Yellow,Spring,5.0,No,Standard,No,No,12.0,PayPal,Fortnightly
CUST0196,41.0,40796.63,Female,Shirt,Clothing,70.73,New York,L,Yellow,Spring,4.0,No,Express,No,Yes,3.0,Debit Card,Fortnightly
CUST0197,32.0,34777.22,Female,Shirt,Clothing,18.05,Miami,S,Yellow,Spring,5.0,No,Same-Day,Yes,Yes,4.0,Debit Card,Fortnightly
CUST0198,49.0,103581.6,Male,Shirt,Clothing,64.0,Miami,S,Yellow,Spring,4.0,No,Standard,No,No,14.0,Credit Card,Fortnightly
CUST0199,49.0,89271.64,Female,Bag,,262.09,Chicago,L,Yellow,Winter,5.0,Yes,Express,Yes,No,10.0,Debit Card,Fortnightly
CUST0200,41.0,71320.33,Male,Bag,Accessories,-418.22,Los Angeles,XL,Blue,Summer,Five,Yes,Standard,Yes,No,6.0,Credit Card,Monthly
CUST0201,58.0,70368.68,Female,Shoes,Footwear,216.89,Los Angeles,XL,Black,Fall,5.0,No,Standard,No,Yes,11.0,Apple Pay,Fortnightly
CUST0202,29.0,60213.73,Male,Shoes,Footwear,237.98,Houston,S,Green,Spring,5.0,Yes,Express,No,No,4.0,Apple Pay,Fortnightly
CUST0203,56.0,59204.81,Male,Pants,Clothing,85.96,New York,L,Yellow,Spring,5.0,No,Express,No,No,11.0,Debit Card,Monthly
CUST0204,19.0,27216.95,Male,Jacket,Clothing,-170.21,Los Angeles,XL,Yellow,Spring,4.0,Yes,Same-Day,Yes,Yes,0.0,Debit Card,Monthly
CUST0205,20.0,36958.45,Female,Jacket,Clothing,122.34,Miami,XL,Green,Fall,5.0,Yes,Same-Day,Yes,No,4.0,PayPal,Weekly
CUST0206,54.0,60540.68,Female,Jacket,Clothing,-218.22,New York,XL,Blue,Spring,5.0,Yes,Standard,Yes,No,7.0,Credit Card,Weekly
CUST0207,34.0,61123.79,Male,Shoes,Footwear,94.21,New York,S,Red,Fall,5.0,Yes,Same-Day,No,No,6.0,Credit Card,Fortnightly
CUST0208,19.0,20000.0,Male,Shoes,Footwear,52.91,,L,White,,4.0,Yes,Standard,Yes,No,0.0,Credit Card,Fortnightly
CUST0209,19.0,45291.56,Female,Pants,Clothing,115.36,Los Angeles,M,White,Summer,5.0,No,Standard,No,Yes,3.0,PayPal,Weekly
CUST0210,45.0,96814.94,female,Pants,Clothing,49.11,Chicago,L,Red,Summer,5.0,No,Same-Day,No,No,9.0,Google Pay,Weekly
CUST0211,40.0,80120.59,Male,Shirt,Clothing,218.52,Los Angeles,L,Blue,Winter,4.0,Yes,Same-Day,No,No,9.0,Credit Card,Fortnightly
CUST0212,54.0,109567.27,Female,Dress,Clothing,194.48,Houston,S,White,Fall,5.0,No,Same-Day,Yes,No,10.0,Credit Card,Weekly
CUST0213,49.0,126636.86,Female,Jacket,Clothing,676.87,Chicago,XL,Green,Spring,,Yes,Express,Yes,No,11.0,Debit Card,Fortnightly
CUST0214,50.0,110359.25,Female,Shoes,Footwear,428.43,Chicago,XL,Red,Spring,5.0,Yes,Standard,Yes,No,10.0,Apple Pay,Monthly
CUST0215,18.0,20000.0,Female,Dress,Clothing,68.41,Miami,S,Black,Spring,5.0,Yes,Standard,No,No,2.0,Credit Card,Monthly
CUST0216,36.0,49408.46,Male,Shirt,Clothing,131.85,Chicago  ,S,Blue,Spring,5.0,Yes,Standard,Yes,Yes,2.0,Credit Card,Weekly
CUST0217,19.0,28751.81,Female,Shoes,Footwear,68.15,Los Angeles,S,Red,Winter,5.0,No,Same-Day,Yes,Yes,2.0,PayPal,Monthly
CUST0218,61.0,70521.82,Female,Shoes,Footwear,51.48,Miami,S,White,Spring,5.0,Yes,Same-Day,No,Yes,11.0,Debit Card,Monthly
CUST0219,43.0,85353.18,Male,Shirt,Clothing,191.42,Chicago,S,Blue,Winter,5.0,No,Same-Day,No,No,7.0,Credit Card,Monthly
CUST0220,49.0,66856.4,Male,Shirt,Clothing,90.2,Chicago,M,Green,Fall,5.0,Yes,Same-Day,Yes,No,7.0,Credit Card,Monthly
CUST0221,23.0,36867.67,Female,Shoes,Footwear,46.98,Houston,L,Blue,Summer,5.0,Yes,Same-Day,No,No,2.0,PayPal,Fortnightly
CUST0222,49.0,66115.43,Female,Bag,Accessories,163.52,Chicago,L,,Spring,4.0,No,Express,,Yes,,Debit Card,Fortnightly
CUST0223,21.0,28884.82,Female,Pants,Unknown,45.49,New York,L,Green,Summer,5.0,Yes,Same-Day,No,No,0.0,Google Pay,Weekly
CUST0224,28.0,33900.08,Female,Shirt,Clothing,15.11,Miami,XL,Yellow,Fall,5.0,Yes,Standard,No,Yes,6.0,PayPal,Monthly
CUST0225,34.0,41151.5,male,Dress,Clothing,175.89,New York,M,Green,Fall,4.0,No,Same-Day,Yes,No,6.0,Credit Card,Monthly
CUST0226,55.0,42966.31,Male,Shirt,Clothing,79.1,Miami,L,Blue,Spring,4.0,No,Standard,No,No,10.0,Credit Card,Monthly
CUST0227,41.0,55482.53,Male,Dress,Clothing,237.12,Houston,XL,Green,Fall,5.0,No,Same-Day,No,Yes,8.0,Debit Card,Weekly
CUST0228,22.0,45536.42,Female,Pants,Clothing,57.19,Chicago,M,Yellow,Summer,5.0,Yes,Same-Day,No,Yes,1.0,Credit Card,Fortnightly
CUST0229,51.0,61265.03,Female,Pants,Clothing,152.34,Chicago,M,Red,Spring,5.0,Yes,Standard,Yes,Yes,12.0,PayPal,Monthly
CUST0230,23.0,61323.82,Female,Jacket,Clothing,101.97,Chicago,XL,Green,Winter,5.0,No,Standard,No,Yes,3.0,Apple Pay,Fortnightly
CUST0231,39.0,84866.36,Female,Shoes,Footwear,438.03,Miami,M,Green,Spring,4.0,No,Standard,No,Yes,5.0,Credit Card,Weekly
CUST0232,28.0,57772.54,Male,Jacket,Clothing,381.9,Chicago,XL,Blue,Summer,5.0,Yes,Standard,,Yes,,Credit Card,Fortnightly
CUST0233,65.0,52832.84,Male,Jacket,Clothing,171.18,New York,L,Red,Spring,5.0,Yes,Express,Yes,No,12.0,Credit Card,Monthly
CUST0234,33.0,65504.65,Female,Dress,Clothing,188.76,Chicago,XL,Black,Spring,5.0,No,Standard,No,Yes,9.0,Credit Card,Fortnightly
CUST0235,50.0,70609.05,Male,Shirt,Clothing,118.81,Houston,M,Black,Summer,4.0,No,Same-Day,No,No,6.0,Debit Card,Fortnightly
CUST0236,26.0,56830.15,Female,Dress,Clothing,64.87,New York,L,White,Spring,5.0,No,Same-Day,No,No,4.0,Debit Card,Weekly
CUST0237,23.0,60600.85,Female,Jacket,,215.09,Chicago,L,Green,Spring,4.0,No,Express,Yes,No,1.0,Google Pay,Weekly
CUST0238,33.0,53559.1,Male,Bag,Accessories,38.18,Chicago,S,Green,Summer,5.0,Yes,Standard,,No,,Credit Card,Weekly
CUST0239,46.0,113731.83,Female,Pants,Clothing,250.58,Los Angeles,S,Red,Fall,5.0,Yes,Same-Day,Yes,No,13.0,Debit Card,Weekly
CUST0240,20.0,27968.24,Female,Pants,Clothing,71.62,Miami,M,Yellow,Summer,5.0,Yes,Express,Yes,Yes,1.0,Apple Pay,Fortnightly
CUST0241,37.0,74300.23,Male,Jacket,Clothing,103.32,New York,XL,Black,Spring,4.0,Yes,Same-Day,No,Yes,5.0,Debit Card,Fortnightly
CUST0242,53.0,129270.02,Female,Dress,Clothing,269.18,Los Angeles,XL,White,Winter,5.0,No,Express,No,Yes,14.0,Credit Card,Weekly
CUST0243,36.0,62460.66,Female,Pants,Clothing,228.95,Houston,M,Red,Winter,5.0,,Express,Yes,No,9.0,Credit Card,Weekly
CUST0244,43.0,111248.97,Male,Jacket,Clothing,572.91,Miami,L,Green,Summer,5.0,No,Standard,No,Yes,12.0,Credit Card,
CUST0245,20.0,42077.52,Female,Dress,Clothing,86.99,New York,M,Black,Winter,5.0,Yes,Express,No,No,0.0,Google Pay,Monthly
CUST0246,36.0,63750.66,Male,Bag,Accessories,445.1,Chicago,M,White,Spring,5.0,Yes,Same-Day,Yes,No,4.0,Google Pay,Weekly
CUST0247,37.0,87648.15,Female,Jacket,Clothing,578.68,New York,L,Blue,Spring,5.0,Yes,Same-Day,No,No,5.0,Google Pay,Fortnightly
,49.0,109313.86,Male,Pants,Clothing,327.65,Chicago,XL,Black,Summer,5.0,No,Standard,Yes,No,12.0,Apple Pay,Weekly
CUST0249,24.0,41218.1,Male,Shirt,Clothing,40.62,Miami,M,White,Spring,5.0,Yes,Standard,No,Yes,4.0,Debit Card,Fortnightly
CUST0250,58.0,38595.51,Male,Pants,Clothing,135.15,Chicago,XL,Red,Fall,4.0,No,Express,Yes,Yes,11.0,PayPal,Fortnightly
CUST0251,50.0,66821.57,Female,Jacket,Clothing,377.97,Houston,M,,Spring,5.0,No,Standard,Yes,Yes,9.0,Google Pay,Monthly
CUST0252,57.0,65049.63,Male,Dress,Clothing,164.06,Chicago,L,White,Summer,5.0,Yes,Same-Day,No,Yes,9.0,Credit Card,Weekly
CUST0253,56.0,68511.33,Male,Bag,Accessories,291.99,Houston,L,White,Fall,4.0,No,Same-Day,Yes,Yes,8.0,Credit Card,Weekly
CUST0254,35.0,87413.44,Male,Shoes,Footwear,114.11,Miami,S,Green,Fall,5.0,Yes,Standard,Yes,No,6.0,Debit Card,Fortnightly
CUST0255,57.0,73554.02,Male,Jacket,Clothing,365.12,Miami,L,Yellow,Winter,5.0,No,Standard,No,Yes,11.0,Credit Card,Weekly
CUST0256,18.0,21646.56,Male,Pants,Clothing,26.27,New York,S,Black,Spring,5.0,Yes,Standard,No,No,0.0,Credit Card,Monthly
CUST0257,28.0,60702.97,Female,Jacket,Clothing,54.04,Houston,M,Green,Summer,5.0,No,Express,No,No,6.0,Google Pay,Monthly
CUST0258,45.0,100264.64,Female,Jacket,Clothing,730.98,Houston,XL,Blue,Winter,4.0,No,Express,Yes,No,7.0,Google Pay,Weekly
CUST0259,42.0,86195.81,Female,Shoes,Unknown,145.32,Los Angeles,L,Yellow,Winter,5.0,Yes,Same-Day,Yes,Yes,7.0,Credit Card,Weekly
CUST0260,40.0,96615.61,female,Jacket,Clothing,602.63,Los Angeles,L,White,Spring,4.0,Yes,Express,Yes,No,9.0,Debit Card,Monthly
CUST0261,48.0,105848.05,Female,Dress,Clothing,480.38,Los Angeles,L,Green,Spring,5.0,Yes,Express,No,No,10.0,Apple Pay,Weekly
CUST0262,47.0,96479.5,Female,Shirt,Clothing,146.5,Chicago,M,Yellow,Summer,4.0,Yes,Express,Yes,Yes,9.0,PayPal,Fortnightly
CUST0263,59.0,68596.69,Female,Dress,Clothing,246.97,Los Angeles  ,S,Black,Winter,4.0,,Express,Yes,No,11.0,Credit Card,Weekly
CUST0264,52.0,43475.98,Male,Shirt,Clothing,93.26,Houston,M,Blue,Summer,5.0,No,Same-Day,No,No,4.0,Debit Card,Fortnightly
CUST0265,24.0,39296.18,Female,Shoes,Footwear,94.02,Chicago,XL,Red,Winter,5.0,No,Standard,Yes,No,0.0,Apple Pay,Weekly
CUST0266,33.0,58115.32,Male,Shirt,Clothing,128.15,Miami,M,Green,Winter,5.0,No,Same-Day,No,Yes,6.0,Google Pay,Weekly
CUST0267,43.0,80431.58,Male,Pants,Clothing,112.21,New York,XL,Blue,Winter,5.0,Yes,Express,No,No,6.0,Credit Card,Monthly
CUST0268,65.0,44465.03,Female,Pants,Clothing,138.01,Los Angeles,L,Red,Spring,4.0,No,Standard,No,No,12.0,Credit Card,Fortnightly
CUST0269,19.0,24189.43,Male,Dress,Clothing,86.53,Miami,XL,Green,Winter,4.0,Yes,Standard,Yes,Yes,1.0,Google Pay,Monthly
CUST0270,18.0,45531.53,Male,Pants,Clothing,91.39,Houston,XL,Blue,Winter,5.0,No,Standard,Yes,Yes,0.0,Credit Card,Weekly
CUST0271,65.0,69208.9,Male,Dress,Clothing,241.34,New York,S,Blue,Winter,4.0,Yes,Same-Day,Yes,No,10.0,Debit Card,Monthly
CUST0272,29.0,65222.51,Male,Bag,Accessories,26.34,Miami,XL,Yellow,Fall,Five,Yes,Standard,No,Yes,8.0,Credit Card,Weekly
CUST0273,22.0,35283.18,Female,Dress,Clothing,35.36,New York,XL,Green,Spring,5.0,Yes,Same-Day,No,Yes,4.0,Debit Card,Weekly
CUST0274,54.0,85743.9,Female,Dress,Clothing,120.43,Los Angeles,M,Blue,Fall,5.0,Yes,Same-Day,No,Yes,8.0,Credit Card,Weekly
CUST0275,49.0,108457.1,Female,,Unknown,237.66,Houston,L,White,Spring,5.0,Yes,Express,Yes,Yes,10.0,Credit Card,Fortnightly
CUST0276,26.0,47259.33,Female,Dress,Clothing,87.89,New York,M,Green,Summer,5.0,No,Express,Yes,Yes,3.0,Google Pay,Fortnightly
CUST0277,58.0,71922.42,Female,Dress,Clothing,136.68,Miami,M,Blue,Fall,5.0,Yes,Standard,Yes,Yes,8.0,Credit Card,Fortnightly
CUST0278,52.0,73443.12,Female,Shirt,Clothing,144.51,Los Angeles,L,Yellow,Summer,4.0,No,Standard,Yes,Yes,10.0,PayPal,Monthly
CUST0279,36.0,66310.08,female,Pants,Clothing,125.44,Los Angeles,L,Red,Winter,4.0,No,Express,Yes,No,3.0,Apple Pay,Weekly
CUST0280,65.0,63816.56,Female,Dress,,107.79,Miami,XL,Red,Summer,5.0,Yes,Same-Day,No,Yes,9.0,Credit Card,Monthly
CUST0281,33.0,58332.01,Female,Shirt,Clothing,64.08,Miami,XL,White,Summer,5.0,No,Same-Day,Yes,Yes,6.0,PayPal,Monthly
CUST0282,20.0,30212.51,Female,Jacket,Clothing,140.48,New York,S,Green,Summer,5.0,No,Express,,Yes,,Credit Card,Weekly
CUST0283,37.0,100115.12,Male,Jacket,Clothing,493.11,Chicago,M,Yellow,Summer,5.0,No,Same-Day,No,No,11.0,Apple Pay,Monthly
CUST0284,41.0,57107.85,Female,Shirt,Clothing,79.5,Los Angeles,L,Blue,Spring,4.0,Yes,Express,Yes,Yes,6.0,Debit Card,Weekly
CUST0285,50.0,80328.21,Male,Jacket,Clothing,107.0,New York,XL,Blue,Fall,5.0,Yes,Express,No,Yes,12.0,Credit Card,Weekly
CUST0286,41.0,66205.38,Male,Pants,Clothing,89.03,Miami,L,Red,Spring,5.0,Yes,Standard,Yes,No,9.0,Debit Card,Weekly
CUST0287,28.0,76704.67,Male,Shoes,Footwear,365.86,New York,XL,Yellow,Spring,4.0,Yes,Standard,Yes,Yes,8.0,PayPal,Weekly
CUST0288,25.0,57948.32,Male,Shirt,Clothing,82.63,Miami,S,White,Spring,5.0,No,Express,No,No,6.0,Google Pay,Monthly
CUST0289,53.0,110796.11,Female,Pants,Clothing,338.68,Houston,S,Red,Summer,4.0,No,Standard,Yes,No,12.0,Credit Card,Monthly
CUST0290,55.0,40288.79,Male,Shirt,Clothing,51.59,Miami,L,Red,Spring,5.0,No,Express,Yes,Yes,11.0,Debit Card,Monthly
CUST0291,57.0,75341.01,Female,Dress,Clothing,224.63,Miami,S,White,Fall,5.0,No,,No,No,13.0,Credit Card,Fortnightly
CUST0292,37.0,92792.62,Female,Shoes,Footwear,207.21,Miami,L,Green,Spring,5.0,No,Same-Day,No,Yes,7.0,Apple Pay,Monthly
CUST0293,52.0,87057.1,Male,Shoes,Footwear,139.7,Chicago,XL,Blue,Winter,5.0,No,Same-Day,No,Yes,11.0,Credit Card,Monthly
CUST0294,65.0,91309.61,Female,Pants,Clothing,-153.64,Miami,M,Green,Summer,5.0,Yes,Same-Day,No,No,17.0,Debit Card,Fortnightly
CUST0295,42.0,64654.23,Male,Pants,Clothing,90.05,Los Angeles,S,Yellow,Winter,5.0,No,Express,No,No,7.0,Credit Card,Weekly
CUST0296,52.0,120233.69,Male,Jacket,Clothing,729.3,Los Angeles,XL,Black,Fall,5.0,No,Same-Day,No,Yes,15.0,Debit Card,Weekly
CUST0297,42.0,120977.96,Female,Dress,Clothing,66.18,New York,M,Black,Fall,5.0,No,Same-Day,Yes,Yes,9.0,Apple Pay,Weekly
CUST0298,46.0,75929.04,Female,Shirt,Clothing,210.05,Chicago,M,Black,Fall,5.0,Yes,Same-Day,Yes,No,10.0,PayPal,Fortnightly
CUST0299,35.0,66089.95,Male,Pants,Clothing,46.3,New York,M,White,,4.0,No,Same-Day,Yes,Yes,5.0,PayPal,Monthly
CUST0300,63.0,99067.69,Female,Dress,Clothing,256.54,Los Angeles,XL,Red,Spring,5.0,Yess,Express,No,Yes,17.0,Debit Card,Monthly
CUST0301,35.0,106591.44,Female,Dress,Clothing,155.41,Los Angeles,XL,Green,Summer,4.0,Yes,Same-Day,Yes,Yes,9.0,Apple Pay,Monthly
CUST0302,19.0,29771.4,female,Shirt,Clothing,66.71,Houston,L,Blue,Fall,4.0,No,Standard,No,No,0.0,Debit Card,Monthly
CUST0303,52.0,74495.33,Male,Pants,Clothing,171.89,Miami,M,Black,Winter,5.0,Yes,Standard,Yes,Yes,9.0,PayPal,Fortnightly
CUST0304,33.0,50773.23,Male,Dress,Clothing,143.56,Los Angeles,M,Green,Fall,5.0,Yes,Standard,No,Yes,5.0,Debit Card,Monthly
CUST0305,58.0,43110.99,Female,Pants,Clothing,59.09,New York,M,Black,Summer,4.0,No,Standard,Yes,Yes,11.0,Debit Card,Weekly
CUST0306,53.0,62033.7,Female,Dress,Clothing,227.0,New York,L,Black,Winter,Five,No,Standard,No,No,12.0,Credit Card,Fortnightly
CUST0307,50.0,59896.48,Female,Bag,Accessories,80.9,Miami,M,Blue,Winter,5.0,Yes,Standard,No,No,11.0,Debit Card,Fortnightly
CUST0308,21.0,,,Shirt,Clothing,61.46,Miami,XL,Yellow,Winter,5.0,No,Express,No,No,4.0,Credit Card,Weekly
CUST0309,50.0,84132.88,Female,Jacket,Clothing,570.02,Houston,M,Yellow,Spring,4.0,No,Standard,No,Yes,9.0,Apple Pay,Weekly
CUST0310,31.0,58513.22,Male,Pants,Clothing,125.28,Chicago,S,Yellow,Fall,5.0,Yess,Same-Day,Yes,No,7.0,PayPal,Monthly
CUST0311,38.0,106010.01,Female,Jacket,Clothing,554.69,New York,XL,White,Spring,5.0,Yes,Standard,Yes,Yes,9.0,Google Pay,Weekly
CUST0312,65.0,50032.92,Male,Shoes,Footwear,43.34,Miami,L,Red,Winter,5.0,Yess,Express,No,No,13.0,Credit Card,Fortnightly
CUST0313,37.0,94686.45,Female,Dress,Clothing,,New York,M,White,Spring,4.0,Yes,Standard,No,,10.0,Credit Card,Fortnightly
CUST0314,25.0,51790.17,Male,Shoes,Footwear,254.9,Miami,S,Green,Spring,4.0,No,Same-Day,No,No,1.0,Apple Pay,Fortnightly
CUST0315,24.0,34505.36,Female,Pants,Clothing,92.61,Los Angeles,L,White,Spring,5.0,No,Same-Day,Yes,Yes,0.0,Debit Card,Monthly
CUST0316,20.0,41748.19,Male,Shirt,Clothing,65.53,New York,L,Green,Fall,5.0,No,Express,No,Yes,2.0,Debit Card,Monthly
CUST0317,34.0,38159.17,Female,Bag,Accessories,51.11,Los Angeles,XL,Green,Winter,Five,No,Express,No,No,6.0,Apple Pay,Weekly
CUST0318,50.0,94560.24,Male,Shirt,Clothing,125.7,New York,L,Red,Winter,4.0,Yes,Express,Yes,Yes,8.0,Debit Card,Monthly
CUST0319,65.0,73329.04,Male,Shirt,Clothing,138.48,Chicago  ,L,Blue,Fall,5.0,,Express,No,No,10.0,,Monthly
CUST0320,29.0,,,Bag,Accessories,236.62,Houston,L,Red,Spring,4.0,Yes,Standard,No,No,4.0,Apple Pay,Fortnightly
CUST0321,39.0,80783.37,Male,Pants,Clothing,147.82,Los Angeles,L,Yellow,Spring,5.0,No,Standard,Yes,Yes,8.0,Credit Card,Fortnightly
CUST0322,39.0,124106.0,Male,Jacket,Clothing,56.79,Miami,M,Yellow,Summer,4.0,No,Same-Day,No,Yes,14.0,Apple Pay,Weekly
CUST0323,63.0,57245.2,Male,Dress,Clothing,158.73,Chicago,M,White,Summer,4.0,Yes,Express,No,No,14.0,Credit Card,Fortnightly
CUST0324,47.0,71725.08,female,Dress,Clothing,106.38,New York,M,Green,Summer,5.0,No,Express,Yes,No,9.0,PayPal,Monthly
CUST0325,55.0,57537.19,Male,Dress,Clothing,49.28,Los Angeles,M,Black,Fall,5.0,Yes,Standard,No,No,7.0,Credit Card,Weekly
CUST0326,55.0,58890.46,Female,,Clothing,131.27,New York,S,Black,Winter,5.0,Yes,Express,Yes,Yes,9.0,Debit Card,Weekly
CUST0327,62.0,57252.26,Female,Dress,Clothing,32.89,New York  ,M,Green,Summer,5.0,No,Same-Day,No,No,10.0,Credit Card,Fortnightly
CUST0328,25.0,72835.25,Female,Pants,Clothing,70.55,New York,L,Red,Winter,5.0,No,Same-Day,No,Yes,2.0,Apple Pay,Fortnightly
CUST0329,44.0,103410.08,Female,Pants,Clothing,114.6,Houston,M,Blue,Winter,5.0,No,Express,No,Yes,7.0,Debit Card,Fortnightly
CUST0330,44.0,63585.07,Female,Shirt,Clothing,93.79,Houston,M,Red,Winter,,No,Same-Day,No,No,5.0,Credit Card,Weekly
CUST0331,51.0,64191.11,Male,Dress,Clothing,172.8,Miami,XL,Green,Fall,5.0,Yes,Same-Day,No,No,10.0,Debit Card,Fortnightly
CUST0332,38.0,84428.31,Male,Jacket,Clothing,97.96,Los Angeles,L,Green,Fall,5.0,No,Standard,Yes,Yes,5.0,Debit Card,Monthly
CUST0333,47.0,71194.42,Male,Bag,Accessories,593.08,Chicago,M,Blue,Fall,5.0,No,Same-Day,No,Yes,9.0,Credit Card,Weekly
CUST0334,50.0,100823.3,Female,Jacket,Clothing,630.83,Chicago,M,White,Fall,4.0,No,Express,No,Yes,10.0,Credit Card,Fortnightly
CUST0335,45.0,90073.08,Male,Bag,Accessories,490.62,Chicago,M,,Summer,5.0,No,Express,Yes,Yes,8.0,Debit Card,Monthly
CUST0336,64.0,39685.12,Male,Shirt,Clothing,70.07,New York  ,S,Blue,Spring,5.0,No,Same-Day,Yes,No,10.0,Credit Card,Monthly
CUST0337,50.0,123687.63,Male,Jacket,Clothing,603.44,Houston,M,White,Spring,5.0,Yes,Express,No,Yes,14.0,Credit Card,Fortnightly
CUST0338,22.0,52958.78,Male,Shoes,Footwear,52.57,Los Angeles,XL,Black,Spring,4.0,No,Standard,Yes,No,5.0,Credit Card,Monthly
CUST0339,65.0,57744.23,Male,Pants,Clothing,180.08,New York,L,White,Summer,4.0,Yes,Same-Day,No,No,8.0,Debit Card,Weekly
CUST0340,36.0,67245.97,Female,Dress,Clothing,189.28,Houston,L,White,Spring,5.0,No,Same-Day,Yes,No,9.0,Debit Card,Weekly
CUST0341,21.0,37858.65,Male,Pants,Clothing,57.55,Houston,M,White,Summer,4.0,No,Same-Day,Yes,Yes,2.0,Credit Card,Monthly
CUST0342,52.0,93361.42,Female,Bag,Accessories,517.78,Los Angeles,M,Black,Summer,5.0,No,Express,No,Yes,13.0,Apple Pay,Weekly
CUST0343,34.0,64878.16,Female,Jacket,Clothing,221.95,Los Angeles,M,White,Summer,5.0,Yes,Express,Yes,No,7.0,Apple Pay,
CUST0344,61.0,110204.09,Female,Dress,Clothing,130.37,Los Angeles,L,Yellow,Spring,4.0,No,Same-Day,No,No,11.0,Credit Card,Monthly
CUST0345,45.0,80576.32,Female,Jacket,Clothing,291.18,New York,L,Black,Winter,5.0,Yes,Express,Yes,No,11.0,Credit Card,Weekly
CUST0346,47.0,65042.57,Female,Shoes,Footwear,259.61,Miami,S,Blue,Spring,5.0,,Express,Yes,No,10.0,Google Pay,Fortnightly
CUST0347,46.0,50517.02,Male,Bag,Accessories,51.04,Los Angeles,XL,Red,Spring,5.0,No,Same-Day,Yes,Yes,4.0,Debit Card,Fortnightly
CUST0348,63.0,55381.4,Male,Jacket,Clothing,144.46,Miami,S,Blue,Fall,4.0,Yes,Same-Day,No,No,13.0,Credit Card,Weekly
CUST0349,23.0,34668.73,Male,Pants,Clothing,26.77,New York,XL,Red,Summer,4.0,No,Express,No,Yes,0.0,Debit Card,Monthly
CUST0350,52.0,129863.95,Female,Shoes,Footwear,321.47,Miami,S,Blue,Winter,5.0,No,Same-Day,Yes,Yes,13.0,Debit Card,Fortnightly
CUST0351,58.0,59647.77,Male,Shirt,Clothing,80.91,Chicago,L,Yellow,Fall,4.0,Yes,Same-Day,No,Yes,13.0,Credit Card,Fortnightly
CUST0352,54.0,90594.7,Male,Bag,Accessories,96.38,Miami,S,Red,Winter,5.0,No,Same-Day,No,Yes,10.0,Debit Card,Fortnightly
CUST0353,41.0,74671.54,Female,Jacket,Clothing,264.14,Los Angeles,XL,Red,Winter,4.0,No,Same-Day,No,No,5.0,PayPal,Fortnightly
